QId,PostUserId,RespondUserId,Time,days
638,615.0,758.0,2014-09-13T17:00:17.150,44
641,704.0,551.0,2014-09-07T19:12:02.750,38
641,704.0,68.0,2014-09-07T23:35:45.253,39
641,704.0,728.0,2014-09-08T23:48:13.103,40
646,327.0,551.0,2014-09-08T14:06:19.970,39
648,551.0,1114.0,2014-10-16T20:08:36.563,78
649,554.0,657.0,2014-09-09T21:47:47.903,41
649,554.0,344.0,2014-09-10T00:59:51.307,41
652,727.0,91.0,2014-09-09T00:00:18.150,40
652,727.0,729.0,2014-09-09T00:56:22.733,40
654,91.0,44.0,2014-09-09T06:35:40.877,40
654,91.0,131.0,2014-09-09T10:15:22.853,40
663,43.0,131.0,2014-09-12T10:48:17.303,43
663,43.0,211.0,2014-09-15T15:36:39.537,46
664,551.0,921.0,2014-09-30T15:23:48.530,61
665,23.0,9.0,2014-09-10T22:25:17.550,42
665,23.0,423.0,2014-09-15T15:06:57.380,46
666,23.0,54.0,2014-09-10T20:31:03.497,42
666,23.0,551.0,2014-09-18T16:34:40.853,49
667,23.0,44.0,2014-09-10T17:41:21.693,41
667,23.0,551.0,2014-09-18T16:19:36.377,49
668,26.0,460.0,2014-09-10T17:47:12.073,41
668,26.0,131.0,2014-09-10T20:23:04.967,42
671,26.0,233.0,2014-09-11T05:50:33.077,42
675,551.0,758.0,2014-09-12T03:09:08.737,43
676,26.0,131.0,2014-09-10T23:58:40.937,42
681,437.0,91.0,2014-09-16T18:24:34.047,47
681,437.0,551.0,2014-09-16T22:58:18.643,48
681,437.0,48.0,2014-09-16T23:33:22.440,48
683,437.0,7.0,2014-09-11T22:20:10.480,43
683,437.0,354.0,2014-09-12T00:07:51.200,43
683,437.0,425.0,2014-09-15T07:21:07.973,46
683,437.0,423.0,2014-09-15T14:52:15.697,46
685,760.0,91.0,2014-09-12T01:57:30.083,43
685,760.0,131.0,2014-09-12T12:26:04.760,43
685,760.0,416.0,2014-09-13T19:32:23.577,44
685,760.0,425.0,2014-09-15T07:11:14.017,46
689,762.0,91.0,2014-09-12T01:44:36.337,43
689,762.0,44.0,2014-09-12T02:15:18.757,43
689,762.0,551.0,2014-09-12T02:25:44.767,43
689,762.0,131.0,2014-09-12T09:26:19.437,43
698,764.0,131.0,2014-09-12T15:57:41.923,43
699,766.0,437.0,2014-09-12T16:38:14.263,43
702,767.0,59.0,2014-09-12T22:08:10.450,44
705,769.0,551.0,2014-09-13T01:08:00.907,44
705,769.0,59.0,2014-09-13T02:21:23.527,44
707,260.0,131.0,2014-09-12T23:01:48.067,44
711,770.0,131.0,2014-09-13T12:04:12.057,44
711,770.0,353.0,2014-09-16T14:42:07.710,47
719,44.0,59.0,2014-09-14T21:39:56.023,46
729,551.0,131.0,2014-09-16T10:23:55.783,47
730,551.0,1134.0,2014-10-23T16:34:03.153,84
734,545.0,1000.0,2014-10-06T02:00:04.600,67
743,808.0,809.0,2014-09-17T23:49:30.253,49
743,808.0,425.0,2014-10-16T07:54:35.063,77
745,810.0,48.0,2014-09-18T16:44:35.923,49
746,140.0,23.0,2014-09-18T14:59:19.500,49
751,819.0,91.0,2014-09-19T06:36:53.553,50
751,819.0,282.0,2014-09-19T16:17:59.610,50
753,810.0,59.0,2014-09-19T09:03:59.667,50
753,810.0,162.0,2015-01-09T23:11:14.633,163
753,810.0,3100.0,2015-01-12T10:42:23.330,165
755,820.0,131.0,2014-09-19T13:37:12.983,50
755,820.0,91.0,2014-09-19T14:15:33.550,50
759,826.0,48.0,2014-09-20T05:19:03.270,51
759,826.0,844.0,2014-09-22T21:35:51.050,54
760,810.0,59.0,2014-09-22T00:06:41.467,53
762,44.0,844.0,2014-09-22T23:09:13.630,54
763,831.0,131.0,2014-09-21T10:10:38.837,52
766,833.0,59.0,2014-09-22T00:28:45.047,53
766,833.0,844.0,2014-09-22T21:02:02.443,54
767,783.0,302.0,2014-09-21T17:32:31.230,52
767,783.0,921.0,2014-09-29T19:51:10.690,61
767,783.0,1446.0,2014-11-13T01:19:16.947,105
768,838.0,302.0,2014-09-21T17:22:49.397,52
768,838.0,551.0,2014-09-22T17:15:08.367,53
780,844.0,59.0,2014-09-23T03:06:50.780,54
782,551.0,844.0,2014-09-23T06:19:44.363,54
782,551.0,302.0,2014-09-24T12:05:26.507,55
784,852.0,844.0,2014-09-23T16:06:33.410,54
791,91.0,59.0,2014-09-25T01:27:04.477,56
791,91.0,844.0,2014-09-25T01:29:39.413,56
791,91.0,9.0,2014-09-25T01:29:58.490,56
796,59.0,91.0,2014-09-25T12:42:09.193,56
796,59.0,551.0,2014-09-25T17:35:35.627,56
796,59.0,354.0,2014-09-27T08:20:55.320,58
798,91.0,551.0,2014-09-25T16:48:52.773,56
799,875.0,551.0,2014-09-25T16:25:42.833,56
799,875.0,91.0,2014-09-25T16:35:15.650,56
804,879.0,59.0,2014-09-25T22:38:17.487,57
805,59.0,844.0,2014-09-26T03:54:52.393,57
806,880.0,59.0,2014-09-25T22:28:58.573,57
810,844.0,987.0,2014-10-05T21:31:23.487,67
810,844.0,425.0,2014-10-16T06:52:59.737,77
811,9.0,844.0,2014-09-26T05:47:46.720,57
812,879.0,59.0,2014-09-26T02:52:08.957,57
813,44.0,844.0,2014-09-26T04:35:30.607,57
813,44.0,344.0,2014-09-26T14:52:29.583,57
822,551.0,551.0,2014-09-27T02:28:14.463,58
824,900.0,354.0,2014-09-27T07:49:30.443,58
824,900.0,211.0,2014-10-27T16:17:13.813,88
824,900.0,425.0,2014-10-28T08:19:39.927,89
825,901.0,59.0,2014-09-27T07:35:46.190,58
829,50.0,551.0,2014-09-28T16:00:18.763,59
829,50.0,425.0,2014-10-14T12:24:58.463,75
831,551.0,921.0,2014-09-30T15:38:15.947,61
831,551.0,1197.0,2014-10-23T18:46:03.393,84
833,844.0,551.0,2014-09-28T21:25:31.163,60
833,844.0,425.0,2014-10-14T12:47:01.253,75
