QId,RespondUserId,PostUserId,Time,days
8247,2795.0,97.0,2011-04-08 14:17:22.947,156
8248,358.0,1236.0,2011-04-08 09:55:45.943,156
8255,1916.0,1236.0,2011-04-08 15:05:34.437,156
8256,2591.0,1460.0,2011-04-08 16:04:08.720,156
8265,2843.0,1236.0,2011-04-08 16:07:30.287,156
8279,2146.0,1236.0,2011-04-08 18:29:54.400,156
8282,3009.0,124.0,2011-04-09 00:52:49.037,157
8284,1924.0,520.0,2011-04-09 01:35:58.547,157
8286,3011.0,1236.0,2011-04-08 20:24:47.827,157
8289,846.0,329.0,2011-04-09 07:35:29.233,157
8291,1527.0,3018.0,2011-04-09 05:21:26.067,157
8295,66.0,1352.0,2011-04-09 02:09:43.990,157
8301,2655.0,1172.0,2011-04-09 12:31:16.297,157
8307,95.0,1782.0,2011-04-09 08:06:56.113,157
8310,2966.0,2936.0,2011-04-09 11:04:22.240,157
8314,119.0,347.0,2011-04-09 18:11:58.977,157
8319,2834.0,74.0,2011-04-09 14:45:38.047,157
8327,,1370.0,2011-04-09 20:19:06.323,158
8331,398.0,1236.0,2011-04-09 19:21:10.600,158
8340,1272.0,1352.0,2011-04-09 21:37:11.113,158
8341,1272.0,1501.0,2011-04-10 18:08:13.290,158
8347,1708.0,829.0,2011-04-10 00:58:49.053,158
8352,3031.0,74.0,2011-04-10 03:28:57.997,158
8356,2643.0,3145.0,2011-04-16 05:37:18.880,164
8373,1924.0,1236.0,2011-04-10 17:08:00.963,158
8379,2843.0,1352.0,2011-04-10 18:25:01.490,158
8390,2843.0,1370.0,2011-04-11 10:30:11.633,159
8400,2655.0,1236.0,2011-04-11 08:01:40.377,159
8402,3044.0,74.0,2011-04-11 07:45:19.787,159
8420,3047.0,1236.0,2011-04-11 12:12:30.290,159
8425,2480.0,1370.0,2011-04-11 16:50:23.640,159
8426,,1588.0,2011-04-29 21:13:45.803,178
8434,317.0,,2011-04-11 16:59:18.237,159
8454,2578.0,329.0,2011-04-11 18:19:43.583,159
8466,1228.0,329.0,2011-04-11 21:11:53.373,160
8467,2578.0,2936.0,2011-04-11 22:50:50.430,160
8472,2578.0,1492.0,2011-04-12 15:22:14.143,160
8477,3057.0,,2011-04-12 03:09:34.867,160
8480,2348.0,2652.0,2011-04-12 03:57:47.533,160
8483,661.0,2652.0,2011-04-12 07:31:20.500,160
8484,2397.0,1236.0,2011-04-12 05:47:50.280,160
8495,3044.0,358.0,2011-04-12 10:05:33.850,160
8496,3047.0,,2011-04-12 09:04:20.603,160
8502,3064.0,1241.0,2011-04-12 14:27:12.863,160
8506,4.0,869.0,2011-04-12 13:39:29.007,160
8513,70.0,3087.0,2011-04-13 19:12:05.977,162
8522,2146.0,74.0,2011-04-12 22:43:24.093,161
8530,1648.0,1492.0,2011-04-12 18:30:14.157,160
8539,1324.0,1241.0,2011-04-12 21:09:23.230,161
8550,1954.0,1924.0,2011-04-13 00:22:58.273,161
8558,176.0,1241.0,2011-04-13 13:49:40.370,161
8564,74.0,1708.0,2011-04-13 06:21:47.357,161
8569,2499.0,1352.0,2011-04-13 12:07:03.323,161
8570,3044.0,2843.0,2011-04-13 16:24:56.437,161
8580,1648.0,3031.0,2011-04-13 17:56:20.767,161
8586,3088.0,871.0,2011-04-13 16:48:38.960,161
8589,955.0,1492.0,2011-04-13 19:22:00.343,162
8599,1531.0,2190.0,2011-04-14 14:33:16.030,162
8602,3239.0,124.0,2011-04-13 20:05:56.550,162
8607,3093.0,379.0,2011-04-13 22:06:38.033,162
8610,2578.0,,2011-04-14 03:26:40.940,162
8615,930.0,1924.0,2011-04-14 14:02:42.397,162
8617,124.0,2643.0,2011-04-14 04:13:16.520,162
8620,3047.0,,2011-04-14 06:31:58.997,162
8622,2599.0,329.0,2011-04-14 10:44:52.930,162
8623,3097.0,,2011-04-14 07:54:52.327,162
8626,97.0,2451.0,2011-04-28 19:36:35.290,177
8633,1916.0,520.0,2011-04-14 17:16:52.553,162
8636,1000.0,1370.0,2011-04-14 14:04:36.817,162
8640,3101.0,919.0,2011-04-14 15:15:38.660,162
8643,,869.0,2011-04-14 15:42:46.443,162
8656,2820.0,520.0,2011-04-14 19:11:44.793,163
8659,3109.0,661.0,2011-04-14 19:46:42.560,163
8663,1648.0,2451.0,2011-04-15 16:13:48.433,163
8673,1272.0,1492.0,2011-04-15 05:36:11.913,163
8675,3123.0,1272.0,2011-04-15 01:35:41.687,163
8676,3124.0,3281.0,2011-04-25 23:02:32.903,174
8686,429.0,2451.0,2011-04-15 10:14:40.770,163
8693,3047.0,107.0,2011-04-15 09:14:20.687,163
8706,2146.0,2151.0,2011-04-21 08:42:04.987,169
8714,2057.0,661.0,2011-04-16 02:12:56.247,164
8715,3140.0,1228.0,2011-04-15 22:56:07.753,164
8741,2540.0,1228.0,2011-04-16 14:17:51.227,164
8744,1648.0,1492.0,2011-04-16 18:05:29.247,164
8748,2536.0,25385.0,2011-04-17 00:19:58.017,165
8749,3138.0,2962.0,2011-04-16 18:02:37.377,164
8752,1924.0,1492.0,2011-04-16 18:49:03.280,164
8755,74.0,3151.0,2011-04-16 23:42:43.350,165
8770,3154.0,1228.0,2011-04-17 04:39:30.593,165
8777,2951.0,1370.0,2011-04-17 10:00:13.687,165
8782,3044.0,358.0,2011-04-17 11:36:26.070,165
8788,3163.0,520.0,2011-04-17 18:20:00.010,165
8800,1671.0,2451.0,2011-04-17 20:14:50.363,166
8801,5841.0,2359.0,2011-04-18 13:08:25.153,166
8815,930.0,930.0,2011-04-28 08:00:30.083,176
8820,2399.0,1236.0,2011-04-18 13:43:10.107,166
