Day,Number of active users,Mean user reputation,Gini coefficient,Gini coeficient active users
92,282,25.788232509714494,0.8941911822337132,0.10994010444696692
93,282,26.187763854318362,0.893960457777652,0.10989784457065202
94,281,25.90775113256852,0.8947758810377107,0.10930898567315851
95,279,25.40623002922222,0.8932036423060724,0.1070095949029196
96,289,24.64371033108104,0.8915097545783732,0.11554508744423059
97,289,24.621964789627338,0.890080453849919,0.11505011968137498
98,294,23.964075284634934,0.8889596429928336,0.11928078344961646
99,296,23.686892153331673,0.8886183717041826,0.12114648281234597
100,302,23.27461351249608,0.8862780789999021,0.12604446163759508
101,305,22.647999731466186,0.8848079106556466,0.1284969307007724
102,306,22.12163206718681,0.8842629258554394,0.12930898485817893
103,308,22.03908402764568,0.8838596731437879,0.13111443355356733
104,309,21.83077876911648,0.8813923259800975,0.13107127060081755
105,315,21.873643430849654,0.8796517798871506,0.13628927453268727
106,314,22.564892434886332,0.8810219665186024,0.13584892170741789
107,320,22.950955609194537,0.8817973359501379,0.14216870500260728
108,320,22.92217903388064,0.8825994040838079,0.1425049626971091
109,321,23.071258367915746,0.8816308270809284,0.1432394170763778
110,322,22.935431473931157,0.8804914707693526,0.1438864478198296
111,323,23.12341441934576,0.8807747417452341,0.14510708286673854
112,319,23.16263994453653,0.8806842753638537,0.14107873300376284
113,315,23.421506258021648,0.8825997881225067,0.1378298955047758
114,318,23.55250991519701,0.8831560529285475,0.14116417204334666
115,315,23.507967487597405,0.8837639774720003,0.13848699636778425
116,313,23.214385548605524,0.8826284730331233,0.1361184143034928
117,310,23.38057719475121,0.8829139617254731,0.13332211617694203
118,313,23.51544134302122,0.8823590992550051,0.13604498798747744
119,312,23.463447541026323,0.8812936590895216,0.1346370005717507
120,312,24.144962463363875,0.883217420084655,0.13545027176533037
121,315,24.24085335108602,0.8841574095530237,0.13876023888407182
122,320,24.314424887261147,0.8833672949869755,0.1434679450855414
123,319,24.36086617448833,0.883537973992213,0.14245491505255992
124,317,24.579351362198405,0.8848481064629485,0.14092905809557058
125,319,24.89518594751098,0.8864968410764579,0.14363624683429504
126,318,25.41445067798582,0.8873724127500743,0.14296320634145715
127,321,25.405248256932037,0.8875579065451108,0.14624413642774303
128,319,25.413069143402925,0.8880663357332323,0.14457587318323523
129,317,24.94590727369129,0.8884217508327652,0.14271996571696233
130,319,24.31601445055707,0.8883919256628627,0.14473096420882595
131,319,24.904859801704127,0.8892904117672469,0.14519319062268055
132,323,24.63221363330298,0.8895104313055586,0.1494112519735765
133,325,24.822530577838517,0.8895235359346574,0.15141605187098298
134,325,24.94078485206156,0.8906548569056393,0.1518562202112588
135,326,24.58052111151397,0.889336304562135,0.15245377420101866
136,322,24.46833633309203,0.8898340758388151,0.1485270313451819
137,319,24.484138924284373,0.8900490488105786,0.14566046029561458
138,320,24.409378663470978,0.8883759825193376,0.14613932193128326
139,320,24.28773276064421,0.8885782032896914,0.14624032371876966
140,327,23.89142581208412,0.8882765539505486,0.15340832438622862
141,329,23.763855450026274,0.8878962062976792,0.15537774333999202
142,328,23.830170581805636,0.8886258525993177,0.15461208028413934
143,327,23.760828898403926,0.8891749201433513,0.1538441781032885
144,320,23.946376636084285,0.8897028192768434,0.14685534507850206
145,325,23.816253285751646,0.8879106916437415,0.1513881051802485
146,326,23.806293951983275,0.8870962936196812,0.1521401767306042
147,329,23.975811682007404,0.8865351678388909,0.1551216838372854
148,336,23.687629597807984,0.8862633897478361,0.16259337847858604
149,338,23.63226012139143,0.8852632498869216,0.16429298933138545
150,337,23.405665719532962,0.8858275422113135,0.16344936516590247
151,342,22.936296952338203,0.885328893833281,0.16882847361356706
152,337,23.734441786783876,0.8864259418236846,0.1639294992742917
153,337,24.414648803086966,0.8854574742705512,0.16348692038139082
154,340,24.596249242641324,0.8860032720632245,0.16695547418566592
155,338,24.935634754843527,0.887964378771841,0.16560624021533596
156,339,25.538767057236058,0.8890786738248242,0.16717461669385805
157,337,25.575687943626356,0.8893075116820449,0.165159353885528
158,332,25.312600775274053,0.8887617986559341,0.159567893347207
159,330,25.350062947998637,0.8892648593568333,0.15757474368078664
160,331,25.30841818698024,0.8886332006653913,0.15839184399786413
161,333,25.223710843624083,0.8889708936471447,0.1606565721458848
162,336,25.40685742107128,0.8885996647951045,0.16379454574521485
163,335,25.72982180818217,0.8896275230164865,0.1630782441503638
164,333,25.905052484051033,0.8904829993167842,0.1613866169306286
165,333,25.793199265322077,0.891746754347616,0.16190391607331972
166,332,25.90023611206557,0.8901135431908286,0.16027987976025665
167,334,25.846851144636716,0.8904075162130513,0.1625418633870632
168,335,25.432421531091357,0.8905714735087834,0.16371692300984847
169,336,25.426357536698283,0.8904302852348188,0.16468156184372548
170,338,25.237866912312636,0.8895996941778939,0.1665403775482788
171,341,24.895094279713067,0.8904402240860513,0.17024021151437077
172,336,24.740937309043083,0.8902651619493526,0.16483617561830394
173,331,24.63588971718053,0.890234315544619,0.1594543240960315
174,331,24.844010861477233,0.8903638609234191,0.1595948171692047
175,332,24.668305514662716,0.8903223975231308,0.16062157013629777
176,335,24.34551428545245,0.8880909582340741,0.16293869531637828
177,335,24.176259817089758,0.8874194616408714,0.16267479466955034
178,336,23.880256906247762,0.8868606660642487,0.16361392407088834
179,336,23.37067960578428,0.8876055602428619,0.1639023270061139
